,donorID,province,region,gender,language,number_of_campaigns,total_amount,Q1_Donations,Q2_Donations,Q3_Donations,Q4_Donations,days_since_contributed,mean,min,max,Q1_Max,Q2_Max,Q3_Max,Q4_Max,Q1_Mean,Q2_Mean,Q3_Mean,Q4_Mean,Q1_Amount,Q2_Amount,Q3_Amount,Q4_Amount,Q1_Min,Q2_Min,Q3_Min,Q4_Min,age,age-group,amount,has_contributed
2146,103651,East Flanders,Flanders,F,NL,15.0,436.04900000000004,4.0,1.0,5.0,5.0,34.0,29.069933333333335,11.595999999999998,75.0,41.925,13.0,75.0,39.0,28.28475,13.0,37.562799999999996,24.4192,113.139,13.0,187.814,122.096,16.107,13.0,16.107,11.595999999999998,64,60,,0
2147,103653,East Flanders,Flanders,F,NL,1.0,10.0,,1.0,,,3838.0,10.0,10.0,10.0,,10.0,,,,10.0,,,,10.0,,,,10.0,,,80,80,,0
2148,103654,East Flanders,Flanders,F,NL,6.0,287.59000000000003,1.0,3.0,,2.0,322.0,47.93166666666667,24.79,100.0,100.0,50.0,,32.23,100.0,43.52333333333333,,28.509999999999998,100.0,130.57,,57.019999999999996,100.0,30.99,,24.79,38,30,,0
2149,103655,East Flanders,Flanders,M,NL,5.0,492.3,1.0,,4.0,,474.0,98.46000000000001,44.2,270.0,65.0,,270.0,,65.0,,106.825,,65.0,,427.3,,65.0,,44.2,,67,60,,0
2150,103656,West Flanders,Flanders,F,NL,14.0,958.95,3.0,3.0,4.0,4.0,2081.0,68.49642857142858,15.0,715.0,24.79,715.0,24.79,24.79,21.526666666666667,248.33333333333334,19.895,17.447499999999998,64.58,745.0,79.58,69.78999999999999,15.0,15.0,15.0,15.0,64,60,,0
2151,103657,East Flanders,Flanders,M,NL,8.0,231.37,2.0,2.0,1.0,3.0,2839.0,28.92125,24.79,34.0,34.0,30.0,24.79,30.0,33.5,27.395,24.79,28.263333333333332,67.0,54.79,24.79,84.78999999999999,33.0,24.79,24.79,24.79,37,30,,0
2152,103658,East Flanders,Flanders,M,NL,4.0,194.79,,1.0,2.0,1.0,1238.0,48.6975,24.79,100.0,,100.0,40.0,30.0,,100.0,32.394999999999996,30.0,,100.0,64.78999999999999,30.0,,100.0,24.79,30.0,63,60,,0
2153,103659,East Flanders,Flanders,M,NL,11.0,375.36,1.0,5.0,1.0,4.0,31.0,34.123636363636365,12.39,60.0,40.0,50.0,30.0,60.0,40.0,33.636,30.0,34.295,40.0,168.18,30.0,137.18,40.0,12.39,30.0,12.39,52,50,,0
2154,103660,East Flanders,Flanders,M,NL,15.0,226.09000000000003,2.0,4.0,6.0,3.0,292.0,15.072666666666668,10.0,24.79,12.39,12.39,24.79,24.79,11.195,12.39,16.16,19.06,22.39,49.56,96.96000000000001,57.18,10.0,12.39,12.39,12.39,52,50,,0
2155,103661,East Flanders,Flanders,F,NL,14.0,385.4899999999999,3.0,4.0,4.0,3.0,2899.0,27.534999999999993,24.99,30.08,30.08,30.08,30.08,30.08,28.38333333333333,27.535,27.535,26.686666666666667,85.14999999999999,110.14,110.14,80.06,24.99,24.99,24.99,24.99,52,50,,0
2156,103662,East Flanders,Flanders,F,NL,3.0,39.66,,1.0,2.0,,4201.0,13.219999999999999,2.48,24.79,,12.39,24.79,,,12.39,13.635,,,12.39,27.27,,,12.39,2.48,,51,50,,0
2157,103663,East Flanders,Flanders,F,NL,2.0,17.35,,,,2.0,4770.0,8.675,4.96,12.39,,,,12.39,,,,8.675,,,,17.35,,,,4.96,41,40,,0
2158,103665,East Flanders,Flanders,M,NL,19.0,524.5999999999999,5.0,5.0,6.0,3.0,1648.0,27.610526315789468,24.79,30.0,30.0,30.0,30.0,30.0,26.874000000000002,27.172000000000004,28.263333333333332,28.263333333333332,134.37,135.86,169.57999999999998,84.78999999999999,24.79,24.79,24.79,24.79,42,40,,0
2159,103666,East Flanders,Flanders,M,NL,13.0,104.4,4.0,2.0,4.0,3.0,3025.0,8.03076923076923,2.48,14.88,10.0,10.0,10.0,14.88,8.08,7.48,8.08,8.266666666666667,32.32,14.96,32.32,24.8,7.44,4.96,7.44,2.48,28,20,,0
2160,103667,East Flanders,Flanders,F,NL,12.0,346.21999999999997,1.0,3.0,4.0,4.0,2456.0,28.851666666666663,24.79,35.0,27.27,35.0,35.0,35.0,27.27,31.666666666666668,28.645,27.3425,27.27,95.0,114.58,109.37,27.27,25.0,24.79,24.79,68,60,,0
2161,103668,East Flanders,Flanders,M,NL,19.0,665.8499999999999,5.0,5.0,5.0,4.0,2663.0,35.04473684210526,6.2,150.0,50.0,75.0,150.0,50.0,24.131999999999998,38.198,48.394,28.057499999999997,120.66,190.99,241.97,112.22999999999999,6.2,6.2,12.39,7.44,55,50,,0
2162,103669,East Flanders,Flanders,M,NL,8.0,195.64,2.0,3.0,2.0,1.0,2836.0,24.455,2.48,33.0,33.0,32.0,30.0,2.48,32.3,31.2,17.48,2.48,64.6,93.6,34.96,2.48,31.6,30.0,4.96,2.48,33,30,,0
2163,103673,East Flanders,Flanders,M,NL,5.0,123.94999999999999,1.0,2.0,2.0,,4192.0,24.79,24.79,24.79,24.79,24.79,24.79,,24.79,24.79,24.79,,24.79,49.58,49.58,,24.79,24.79,24.79,,77,70,,0
2164,103674,East Flanders,Flanders,M,NL,14.0,697.48,3.0,3.0,6.0,2.0,2907.0,49.82,49.58,50.0,50.0,50.0,50.0,50.0,49.85999999999999,49.72,49.79,50.0,149.57999999999998,149.16,298.74,100.0,49.58,49.58,49.58,50.0,31,30,,0
2165,103675,East Flanders,Flanders,F,NL,7.0,246.65999999999997,,1.0,4.0,2.0,4414.0,35.23714285714285,23.55,49.58,,23.55,49.58,24.79,,23.55,43.38249999999999,24.79,,23.55,173.52999999999997,49.58,,23.55,24.79,24.79,46,40,,0
2166,103677,East Flanders,Flanders,M,NL,1.0,24.79,,,,1.0,4835.0,24.79,24.79,24.79,,,,24.79,,,,24.79,,,,24.79,,,,24.79,33,30,,0
2167,103678,East Flanders,Flanders,M,NL,11.0,333.53,2.0,3.0,2.0,4.0,566.0,30.320909090909087,24.79,49.58,30.0,40.0,49.58,30.0,27.395,29.86,39.79,27.395,54.79,89.58,79.58,109.58,24.79,24.79,30.0,24.79,58,50,,0
2168,103680,East Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,3951.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,46,40,,0
2169,103681,Antwerp,Flanders,M,NL,30.0,2020.6199999999997,5.0,6.0,9.0,10.0,999.0,67.35399999999998,24.79,247.89,74.37,100.0,247.89,123.95,58.146,62.69166666666666,84.3111111111111,59.49399999999999,290.73,376.15,758.8,594.9399999999999,37.18,37.18,24.79,37.18,44,40,,0
2170,103682,East Flanders,Flanders,M,NL,10.0,76.88,3.0,3.0,3.0,1.0,4605.0,7.688,7.44,9.92,7.44,9.92,7.44,7.44,7.44,8.266666666666667,7.44,7.44,22.32,24.8,22.32,7.44,7.44,7.44,7.44,7.44,43,40,,0
2171,103683,East Flanders,Flanders,M,NL,2.0,49.58,,1.0,,1.0,4965.0,24.79,24.79,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,36,30,,0
2172,103684,East Flanders,Flanders,M,NL,1.0,24.79,,1.0,,,4994.0,24.79,24.79,24.79,,24.79,,,,24.79,,,,24.79,,,,24.79,,,35,30,,0
2173,103685,East Flanders,Flanders,F,NL,3.0,221.618,,1.0,1.0,1.0,469.0,73.87266666666666,39.0,123.0,,39.0,123.0,59.618,,39.0,123.0,59.618,,39.0,123.0,59.618,,39.0,123.0,59.618,56,50,,0
2174,103686,East Flanders,Flanders,F,NL,17.0,461.14,4.0,2.0,5.0,6.0,1021.0,27.125882352941176,7.44,40.0,40.0,30.0,30.0,30.0,29.947499999999998,18.72,26.915999999999997,28.221666666666664,119.78999999999999,37.44,134.57999999999998,169.32999999999998,24.79,7.44,24.79,24.79,51,50,,0
2175,103687,East Flanders,Flanders,F,NL,18.0,477.47999999999996,5.0,2.0,6.0,5.0,1665.0,26.526666666666664,24.79,30.0,30.0,30.0,30.0,30.0,26.874000000000002,27.395,25.65833333333333,26.874000000000002,134.37,54.79,153.95,134.37,24.79,24.79,24.79,24.79,37,30,,0
2176,103688,East Flanders,Flanders,M,NL,1.0,10.0,,,,1.0,3712.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,10.0,63,60,,0
2177,103689,East Flanders,Flanders,F,NL,3.0,92.25,1.0,1.0,,1.0,1733.0,30.75,30.0,32.25,30.0,30.0,,32.25,30.0,30.0,,32.25,30.0,30.0,,32.25,30.0,30.0,,32.25,40,40,,0
2178,103690,East Flanders,Flanders,M,NL,5.0,120.0,,2.0,2.0,1.0,489.0,24.0,10.0,30.0,,30.0,30.0,30.0,,20.0,25.0,30.0,,40.0,50.0,30.0,,10.0,20.0,30.0,80,80,,0
2179,103691,East Flanders,Flanders,F,NL,9.0,330.71,3.0,2.0,2.0,2.0,1635.0,36.745555555555555,24.79,50.0,50.0,30.0,49.58,49.58,37.32333333333333,27.395,44.79,37.185,111.97,54.79,89.58,74.37,24.79,24.79,40.0,24.79,65,60,,0
2180,103693,East Flanders,Flanders,F,NL,5.0,123.94999999999999,,3.0,1.0,1.0,4515.0,24.79,24.79,24.79,,24.79,24.79,24.79,,24.790000000000003,24.79,24.79,,74.37,24.79,24.79,,24.79,24.79,24.79,47,40,,0
2181,103696,East Flanders,Flanders,M,NL,23.0,760.62,8.0,2.0,9.0,4.0,1181.0,33.07043478260869,24.79,59.0,39.0,59.0,35.25,40.0,32.67375,44.5,29.581111111111113,36.0,261.39,89.0,266.23,144.0,24.79,30.0,24.79,30.0,59,50,,0
2182,103697,East Flanders,Flanders,M,NL,5.0,390.0,1.0,3.0,1.0,,560.0,78.0,30.0,110.0,50.0,110.0,30.0,,50.0,103.33333333333333,30.0,,50.0,310.0,30.0,,50.0,100.0,30.0,,54,50,,0
2183,103698,East Flanders,Flanders,F,NL,12.0,409.97,1.0,3.0,2.0,6.0,1546.0,34.16416666666667,24.79,44.0,33.0,44.0,30.0,41.0,33.0,36.333333333333336,30.0,34.66166666666667,33.0,109.0,60.0,207.97,33.0,30.0,30.0,24.79,33,30,,0
2184,103699,East Flanders,Flanders,M,NL,1.0,27.27,1.0,,,,5109.0,27.27,27.27,27.27,27.27,,,,27.27,,,,27.27,,,,27.27,,,,51,50,,0
2185,103700,East Flanders,Flanders,M,NL,11.0,196.31,2.0,3.0,3.0,3.0,3095.0,17.846363636363638,12.39,30.0,12.39,24.79,30.0,24.79,12.39,16.523333333333333,24.13,16.523333333333333,24.78,49.57,72.39,49.57,12.39,12.39,12.39,12.39,63,60,,0
2186,103703,East Flanders,Flanders,F,NL,2.0,89.0,1.0,1.0,,,1651.0,44.5,39.0,50.0,39.0,50.0,,,39.0,50.0,,,39.0,50.0,,,39.0,50.0,,,38,30,,0
2187,103704,East Flanders,Flanders,M,NL,33.0,1116.37,10.0,7.0,9.0,7.0,2287.0,33.82939393939394,2.48,60.0,50.0,50.0,50.0,60.0,31.578999999999997,36.40428571428571,33.26777777777777,35.19142857142857,315.78999999999996,254.82999999999998,299.40999999999997,246.33999999999997,4.96,30.0,2.48,12.39,43,40,,0
2188,103706,East Flanders,Flanders,M,NL,10.0,486.36199999999997,3.0,1.0,5.0,1.0,116.0,48.636199999999995,32.227,150.0,39.0,32.227,150.0,32.227,34.48466666666666,32.227,63.6908,32.227,103.454,32.227,318.454,32.227,32.227,32.227,32.227,32.227,92,90,,0
2189,103707,East Flanders,Flanders,M,NL,3.0,99.16,,,2.0,1.0,4851.0,33.053333333333335,24.79,49.58,,,24.79,49.58,,,24.79,49.58,,,49.58,49.58,,,24.79,49.58,52,50,,0
2190,103708,East Flanders,Flanders,F,NL,1.0,27.27,1.0,,,,5112.0,27.27,27.27,27.27,27.27,,,,27.27,,,,27.27,,,,27.27,,,,66,60,,0
2191,103709,East Flanders,Flanders,M,NL,15.0,420.28,6.0,1.0,5.0,3.0,2284.0,28.018666666666665,24.79,32.25,32.25,30.0,32.25,32.25,27.77,30.0,27.324,29.013333333333332,166.62,30.0,136.62,87.03999999999999,24.79,30.0,24.79,24.79,80,80,,0
2192,103710,East Flanders,Flanders,M,NL,14.0,403.10999999999996,4.0,6.0,2.0,2.0,2524.0,28.793571428571425,24.79,49.58,30.0,30.0,24.79,49.58,27.395,27.395,24.79,39.79,109.58,164.37,49.58,79.58,24.79,24.79,24.79,30.0,49,40,,0
2193,103711,East Flanders,Flanders,F,NL,1.0,45.86,,,1.0,,5217.0,45.86,45.86,45.86,,,45.86,,,,45.86,,,,45.86,,,,45.86,,36,30,,0
2194,103715,East Flanders,Flanders,F,NL,2.0,45.0,1.0,,1.0,,1822.0,22.5,15.0,30.0,30.0,,15.0,,30.0,,15.0,,30.0,,15.0,,30.0,,15.0,,52,50,,0
2195,103716,East Flanders,Flanders,M,NL,16.0,471.54,6.0,3.0,3.0,4.0,3061.0,29.47125,24.79,33.81,33.81,30.99,31.61,32.23,30.741666666666664,28.593333333333334,28.8,28.7275,184.45,85.78,86.4,114.91,24.79,24.79,24.79,24.79,73,70,,0
2196,103717,East Flanders,Flanders,F,NL,5.0,142.97,2.0,2.0,1.0,,347.0,28.594,12.39,41.0,41.0,40.0,24.79,,32.894999999999996,26.195,24.79,,65.78999999999999,52.39,24.79,,24.79,12.39,24.79,,49,40,,0
2197,103718,East Flanders,Flanders,M,NL,6.0,125.0,2.0,1.0,1.0,2.0,1118.0,20.833333333333332,5.0,40.0,10.0,10.0,30.0,40.0,7.5,10.0,30.0,35.0,15.0,10.0,30.0,70.0,5.0,10.0,30.0,30.0,68,60,,0
2198,103719,East Flanders,Flanders,F,NL,25.0,789.71,6.0,8.0,8.0,3.0,1068.0,31.5884,24.79,49.58,42.5,30.0,49.58,37.18,33.608333333333334,29.3175,32.042500000000004,32.39333333333334,201.65,234.54,256.34000000000003,97.18,24.79,24.79,24.79,30.0,83,80,,0
2199,103721,East Flanders,Flanders,F,NL,9.0,238.73999999999998,2.0,2.0,4.0,1.0,3482.0,26.526666666666664,24.79,30.0,24.79,30.0,30.0,24.79,24.79,30.0,26.0925,24.79,49.58,60.0,104.37,24.79,24.79,30.0,24.79,24.79,82,80,,0
2200,103724,East Flanders,Flanders,F,NL,2.0,90.0,,,1.0,1.0,1552.0,45.0,40.0,50.0,,,40.0,50.0,,,40.0,50.0,,,40.0,50.0,,,40.0,50.0,89,80,,0
2201,103725,Hainaut,Wallonia,F,FR,4.0,22.32,1.0,1.0,1.0,1.0,4578.0,5.58,4.96,6.2,6.2,4.96,4.96,6.2,6.2,4.96,4.96,6.2,6.2,4.96,4.96,6.2,6.2,4.96,4.96,6.2,57,50,,0
2202,103726,East Flanders,Flanders,F,NL,2.0,54.79,1.0,,,1.0,3234.0,27.395,24.79,30.0,30.0,,,24.79,30.0,,,24.79,30.0,,,24.79,30.0,,,24.79,70,70,,0
2203,103728,East Flanders,Flanders,M,NL,5.0,170.0,,3.0,,2.0,428.0,34.0,30.0,40.0,,40.0,,40.0,,33.333333333333336,,35.0,,100.0,,70.0,,30.0,,30.0,99,90,,0
2204,103729,East Flanders,Flanders,M,NL,3.0,49.78,1.0,1.0,1.0,,3040.0,16.593333333333334,12.39,25.0,12.39,12.39,25.0,,12.39,12.39,25.0,,12.39,12.39,25.0,,12.39,12.39,25.0,,27,20,,0
2205,103731,East Flanders,Flanders,M,NL,5.0,52.04,1.0,1.0,1.0,2.0,4396.0,10.408,2.48,12.39,12.39,12.39,2.48,12.39,12.39,12.39,2.48,12.39,12.39,12.39,2.48,24.78,12.39,12.39,2.48,12.39,44,40,,0
2206,103732,East Flanders,Flanders,F,NL,7.0,33.4,2.0,3.0,1.0,1.0,1720.0,4.771428571428571,3.0,6.2,6.2,6.2,5.0,5.0,5.6,4.066666666666666,5.0,5.0,11.2,12.2,5.0,5.0,5.0,3.0,5.0,5.0,49,40,,0
2207,103735,West Flanders,Flanders,M,NL,12.0,319.91999999999996,3.0,4.0,2.0,3.0,3241.0,26.659999999999997,24.79,31.6,30.0,31.6,24.79,24.79,28.263333333333332,27.795,24.79,24.790000000000003,84.78999999999999,111.18,49.58,74.37,24.79,24.79,24.79,24.79,35,30,,0
2208,103736,West Flanders,Flanders,M,NL,4.0,42.23,1.0,2.0,,1.0,2482.0,10.5575,5.0,24.79,5.0,24.79,,7.44,5.0,14.895,,7.44,5.0,29.79,,7.44,5.0,5.0,,7.44,49,40,,0
2209,103737,West Flanders,Flanders,F,NL,1.0,24.79,1.0,,,,5097.0,24.79,24.79,24.79,24.79,,,,24.79,,,,24.79,,,,24.79,,,,31,30,,0
2210,103738,East Flanders,Flanders,F,NL,15.0,319.23,3.0,5.0,2.0,5.0,1788.0,21.282,10.0,90.0,30.0,90.0,12.39,12.5,30.0,28.956,11.195,12.412,90.0,144.78,22.39,62.06,30.0,10.0,10.0,12.39,33,30,,0
2211,103739,East Flanders,Flanders,F,NL,2.0,57.04,1.0,,,1.0,3235.0,28.52,24.79,32.25,32.25,,,24.79,32.25,,,24.79,32.25,,,24.79,32.25,,,24.79,67,60,,0
2212,103742,West Flanders,Flanders,F,NL,5.0,619.6179999999999,,2.0,2.0,1.0,37.0,123.9236,59.618,300.0,,130.0,300.0,65.0,,97.5,179.809,65.0,,195.0,359.618,65.0,,65.0,59.618,65.0,90,90,,0
2213,103743,East Flanders,Flanders,M,NL,14.0,486.36,4.0,5.0,2.0,3.0,1722.0,34.74,30.0,50.0,30.0,50.0,32.0,49.58,30.0,38.956,31.0,36.526666666666664,120.0,194.78,62.0,109.58,30.0,30.0,30.0,30.0,28,20,,0
2214,103744,East Flanders,Flanders,M,NL,5.0,50.18,1.0,3.0,,1.0,3924.0,10.036,4.96,13.0,7.44,13.0,,12.39,7.44,10.116666666666667,,12.39,7.44,30.35,,12.39,7.44,4.96,,12.39,43,40,,0
2215,103745,East Flanders,Flanders,F,NL,13.0,185.90999999999994,2.0,1.0,6.0,4.0,4038.0,14.300769230769227,4.96,24.79,24.79,12.39,24.79,24.79,18.59,12.39,13.428333333333333,13.9425,37.18,12.39,80.57,55.77,12.39,12.39,4.96,6.2,43,40,,0
2216,103748,West Flanders,Flanders,M,NL,40.0,533.46,10.0,6.0,11.0,13.0,4023.0,13.336500000000001,2.48,68.05,32.23,68.05,31.61,28.14,11.278999999999998,25.65166666666667,12.678181818181816,9.792307692307691,112.78999999999998,153.91000000000003,139.45999999999998,127.3,3.72,2.48,2.48,2.48,67,60,,0
2217,103749,East Flanders,Flanders,M,NL,27.0,780.74,7.0,8.0,7.0,5.0,2617.0,28.916296296296295,24.79,32.0,30.0,32.0,30.0,30.0,29.255714285714284,29.59875,29.255714285714284,26.874000000000002,204.79,236.79,204.79,134.37,24.79,24.79,24.79,24.79,67,60,,0
2218,103750,East Flanders,Flanders,F,NL,5.0,139.36,2.0,1.0,1.0,1.0,2911.0,27.872000000000003,10.0,37.18,25.0,37.18,37.18,30.0,17.5,37.18,37.18,30.0,35.0,37.18,37.18,30.0,10.0,37.18,37.18,30.0,54,50,,0
2219,103752,East Flanders,Flanders,F,NL,4.0,99.16,1.0,1.0,1.0,1.0,4221.0,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,24.79,29,20,,0
2220,103753,East Flanders,Flanders,M,NL,12.0,396.64000000000004,2.0,4.0,2.0,4.0,4212.0,33.053333333333335,24.79,49.58,24.79,49.58,49.58,49.58,24.79,37.184999999999995,37.185,30.987499999999997,49.58,148.73999999999998,74.37,123.94999999999999,24.79,24.79,24.79,24.79,41,40,,0
2221,103754,East Flanders,Flanders,M,NL,12.0,487.549,5.0,2.0,2.0,3.0,467.0,40.629083333333334,16.107,120.0,41.08,32.227,120.0,39.0,36.7068,24.166999999999998,76.1135,34.48466666666666,183.534,48.333999999999996,152.227,103.454,32.227,16.107,32.227,32.227,48,40,,0
2222,103756,East Flanders,Flanders,M,NL,2.0,35.0,,,1.0,1.0,1537.0,17.5,15.0,20.0,,,15.0,20.0,,,15.0,20.0,,,15.0,20.0,,,15.0,20.0,42,40,,0
2223,103758,East Flanders,Flanders,M,NL,13.0,371.65999999999997,4.0,3.0,2.0,4.0,1601.0,28.589230769230767,24.79,32.5,32.5,30.0,30.0,30.0,29.322499999999998,30.0,30.0,26.0925,117.28999999999999,90.0,60.0,104.37,24.79,30.0,30.0,24.79,60,60,,0
2224,103762,East Flanders,Flanders,F,NL,9.0,280.37,2.0,4.0,2.0,1.0,1799.0,31.15222222222222,24.79,40.0,40.0,39.0,30.0,24.79,37.0,31.697499999999998,27.395,24.79,74.0,126.78999999999999,54.79,24.79,34.0,24.79,24.79,24.79,28,20,,0
2225,103763,East Flanders,Flanders,F,NL,2.0,35.0,1.0,,,1.0,1117.0,17.5,15.0,20.0,15.0,,,20.0,15.0,,,20.0,15.0,,,20.0,15.0,,,20.0,51,50,,0
2226,103765,East Flanders,Flanders,F,NL,2.0,49.58,,1.0,,1.0,4574.0,24.79,24.79,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,47,40,,0
2227,103766,East Flanders,Flanders,M,NL,22.0,297.53,4.0,7.0,5.0,6.0,3781.0,13.524090909090908,9.92,20.0,16.0,15.0,20.0,12.39,13.945,12.891428571428573,15.434000000000001,12.39,55.78,90.24000000000001,77.17,74.34,12.39,9.92,12.39,12.39,63,60,,0
2228,103767,East Flanders,Flanders,M,NL,4.0,24.8,,2.0,,2.0,4658.0,6.2,4.96,7.44,,7.44,,7.44,,6.2,,6.2,,12.4,,12.4,,4.96,,4.96,40,40,,0
2229,103768,East Flanders,Flanders,M,NL,10.0,351.53000000000003,1.0,2.0,5.0,2.0,3749.0,35.153000000000006,17.0,123.95,31.6,30.24,123.95,24.79,31.6,27.515,43.064,24.79,31.6,55.03,215.32,49.58,31.6,24.79,17.0,24.79,35,30,,0
2230,103769,East Flanders,Flanders,F,NL,15.0,447.13,3.0,6.0,4.0,2.0,1748.0,29.808666666666667,24.79,49.58,30.0,49.58,30.0,24.79,30.0,32.126666666666665,28.697499999999998,24.79,90.0,192.76,114.78999999999999,49.58,30.0,24.79,24.79,24.79,53,50,,0
2231,103770,East Flanders,Flanders,M,NL,3.0,110.0,,1.0,,2.0,17.0,36.666666666666664,30.0,40.0,,40.0,,40.0,,40.0,,35.0,,40.0,,70.0,,40.0,,30.0,45,40,,0
2232,103771,East Flanders,Flanders,M,NL,11.0,322.61,3.0,,5.0,3.0,312.0,29.328181818181818,24.79,49.58,40.0,,49.58,30.0,29.86,,29.747999999999998,28.096666666666664,89.58,,148.73999999999998,84.28999999999999,24.79,,24.79,24.79,63,60,,0
2233,103772,East Flanders,Flanders,M,NL,4.0,156.107,1.0,1.0,1.0,1.0,35.0,39.02675,16.107,75.0,32.5,16.107,75.0,32.5,32.5,16.107,75.0,32.5,32.5,16.107,75.0,32.5,32.5,16.107,75.0,32.5,65,60,,0
2234,103773,East Flanders,Flanders,M,NL,7.0,42.480000000000004,2.0,3.0,1.0,1.0,896.0,6.068571428571429,2.48,10.0,10.0,5.0,10.0,2.48,7.5,5.0,10.0,2.48,15.0,15.0,10.0,2.48,5.0,5.0,10.0,2.48,54,50,,0
2235,103774,East Flanders,Flanders,M,NL,1.0,5.0,,1.0,,,3112.0,5.0,5.0,5.0,,5.0,,,,5.0,,,,5.0,,,,5.0,,,45,40,,0
2236,103775,East Flanders,Flanders,F,NL,1.0,30.0,,1.0,,,3508.0,30.0,30.0,30.0,,30.0,,,,30.0,,,,30.0,,,,30.0,,,74,70,,0
2237,103776,East Flanders,Flanders,F,NL,3.0,74.37,,1.0,,2.0,4387.0,24.790000000000003,24.79,24.79,,24.79,,24.79,,24.79,,24.79,,24.79,,49.58,,24.79,,24.79,26,20,,0
2238,103778,East Flanders,Flanders,F,NL,7.0,225.59,3.0,,2.0,2.0,4298.0,32.22714285714286,29.75,37.18,32.23,,37.18,37.18,30.576666666666664,,33.465,33.465,91.72999999999999,,66.93,66.93,29.75,,29.75,29.75,66,60,,0
2239,103782,East Flanders,Flanders,M,NL,11.0,298.74,3.0,4.0,2.0,2.0,2815.0,27.15818181818182,24.79,30.0,30.0,30.0,30.0,24.79,26.526666666666667,27.395,30.0,24.79,79.58,109.58,60.0,49.58,24.79,24.79,30.0,24.79,40,40,,0
2240,103783,East Flanders,Flanders,M,NL,1.0,24.79,1.0,,,,5033.0,24.79,24.79,24.79,24.79,,,,24.79,,,,24.79,,,,24.79,,,,87,80,,0
2241,103784,East Flanders,Flanders,F,NL,16.0,188.22,4.0,4.0,4.0,4.0,1773.0,11.76375,2.48,13.0,13.0,13.0,13.0,13.0,12.8475,13.0,8.36,12.8475,51.39,52.0,33.44,51.39,12.39,13.0,2.48,12.39,94,90,,0
2242,103786,East Flanders,Flanders,M,NL,12.0,597.48,2.0,4.0,2.0,4.0,2928.0,49.79,24.79,60.0,60.0,60.0,49.58,60.0,54.79,48.5925,37.185,54.79,109.58,194.37,74.37,219.16,49.58,24.79,24.79,49.58,32,30,,0
2243,103788,East Flanders,Flanders,F,NL,19.0,210.27,4.0,4.0,5.0,6.0,2061.0,11.066842105263158,2.48,24.79,15.0,12.5,24.79,15.0,8.91,10.615,13.453999999999999,10.816666666666668,35.64,42.46,67.27,64.9,6.2,4.96,2.48,4.96,27,20,,0
2244,103789,East Flanders,Flanders,M,NL,10.0,54.96,2.0,4.0,2.0,2.0,2020.0,5.496,4.96,10.0,10.0,5.0,5.0,5.0,7.5,5.0,5.0,4.98,15.0,20.0,10.0,9.96,5.0,5.0,5.0,4.96,67,60,,0
2245,103791,East Flanders,Flanders,M,NL,21.0,309.05,3.0,4.0,8.0,6.0,1533.0,14.716666666666667,7.44,25.0,25.0,9.92,25.0,25.0,20.0,9.92,16.2125,13.278333333333334,60.0,39.68,129.7,79.67,15.0,9.92,9.92,7.44,44,40,,0
2246,103793,East Flanders,Flanders,M,NL,4.0,120.0,,4.0,,,2027.0,30.0,30.0,30.0,,30.0,,,,30.0,,,,120.0,,,,30.0,,,61,60,,0
2247,103795,East Flanders,Flanders,F,NL,1.0,12.39,,,,1.0,5175.0,12.39,12.39,12.39,,,,12.39,,,,12.39,,,,12.39,,,,12.39,81,80,,0
2248,103798,East Flanders,Flanders,F,NL,9.0,235.75999999999996,4.0,2.0,1.0,2.0,3432.0,26.19555555555555,24.79,32.23,32.23,24.79,30.0,24.79,26.65,24.79,30.0,24.79,106.6,49.58,30.0,49.58,24.79,24.79,30.0,24.79,33,30,,0
2249,103799,East Flanders,Flanders,F,NL,8.0,76.92,3.0,1.0,1.0,3.0,3571.0,9.615,4.96,24.79,7.5,7.44,7.44,24.79,5.8066666666666675,7.44,7.44,14.873333333333333,17.42,7.44,7.44,44.62,4.96,7.44,7.44,7.44,62,60,,0
2250,103801,East Flanders,Flanders,M,NL,5.0,173.95,,2.0,3.0,,3749.0,34.79,10.0,49.58,,49.58,49.58,,,37.185,33.193333333333335,,,74.37,99.58,,,24.79,10.0,,50,50,,0
2251,103803,East Flanders,Flanders,M,NL,17.0,202.54000000000002,8.0,3.0,3.0,3.0,1093.0,11.914117647058825,7.0,24.79,18.59,10.0,17.35,24.79,11.001249999999999,10.0,13.246666666666668,14.93,88.00999999999999,30.0,39.74,44.79,7.0,10.0,10.0,10.0,52,50,,0
2252,103804,East Flanders,Flanders,M,NL,1.0,12.39,1.0,,,,5102.0,12.39,12.39,12.39,12.39,,,,12.39,,,,12.39,,,,12.39,,,,36,30,,0
